0.00	0.378847927	-0.37955147	-0.549811661	0.640407741
0.26	0.37745294	-0.386021972	-0.543169618	0.64302659
0.53	0.38546446	-0.380605072	-0.539398313	0.644675434
0.80	0.388700753	-0.37735042	-0.537011802	0.646634936
1.05	0.395054877	-0.375714004	-0.536576331	0.644093513
1.33	0.400626361	-0.373221189	-0.53336215	0.644770741
1.58	0.400283992	-0.373132318	-0.533480644	0.6449368
1.85	0.419091225	-0.362967491	-0.532085001	0.63992399
2.13	0.46189177	-0.364642918	-0.536592126	0.60478127
2.38	0.519421279	-0.363153666	-0.53496033	0.558693647
2.65	0.599480391	-0.466717303	-0.463945866	0.45557934
2.91	0.705323279	-0.587696195	-0.307094753	0.250649422
3.18	0.723672986	-0.573296905	-0.28832075	0.253966898
3.45	0.736453712	-0.606725037	-0.228332937	0.193351015
3.70	0.764237583	-0.5574224	-0.221156508	0.237299114
3.98	0.771812379	-0.411099046	-0.363019824	0.321744919
4.23	0.848436713	-0.373729289	-0.323525816	0.189242512
4.50	0.854366243	-0.431099713	-0.28119114	0.071713597
4.78	0.832775056	-0.465605438	-0.287059486	0.085405678
5.03	0.785988331	-0.429601908	-0.364120036	0.255110234
5.31	0.537334502	-0.334536105	-0.525895357	0.568147361
5.56	0.549281418	-0.349743098	-0.514421642	0.55797857
5.83	0.829389155	-0.409177095	-0.276799828	0.260901451
6.13	0.839625478	-0.430433065	-0.249622211	0.21781908
6.38	0.840718865	-0.419712126	-0.256673157	0.226168886
6.66	0.838361979	-0.416168481	-0.258764118	0.23873435
6.91	0.768303633	-0.462269455	-0.325110286	0.300532609
7.18	0.631422698	-0.466297507	-0.433248341	0.442908525
7.45	0.468127847	-0.336883485	-0.543535173	0.60986501
7.70	0.619852781	-0.476624995	-0.420960099	0.459786534
7.98	0.691935897	-0.5978688	-0.269577444	0.301837176
8.23	0.664643168	-0.646292865	-0.237255648	0.290283978
8.51	0.676384032	-0.641383469	-0.207888842	0.296503007
8.78	0.702965796	-0.592866182	-0.20902732	0.332650483
9.05	0.712114871	-0.515731394	-0.244465262	0.40884009
9.32	0.542944312	-0.291317791	-0.403269589	0.676549375
9.58	0.503272176	-0.277187556	-0.389797986	0.71968174
9.85	0.503584206	-0.285767019	-0.377264649	0.722780526
10.12	0.548536956	-0.284219921	-0.361468971	0.698331118
10.37	0.559268057	-0.288397968	-0.35160327	0.693124115
10.65	0.575076044	-0.287377983	-0.340269715	0.686234593
10.90	0.585238695	-0.286688119	-0.333981097	0.681000769
11.17	0.598338068	-0.290135592	-0.329877168	0.670069993
11.44	0.648604333	-0.318859965	-0.292023987	0.626388609
11.70	0.705923438	-0.402264535	-0.215099022	0.541837454
11.97	0.710515559	-0.463697374	-0.194154218	0.492398828
12.23	0.69526428	-0.500354588	-0.184610859	0.481842011
12.50	0.690040946	-0.513172567	-0.16777648	0.482025445
12.78	0.690126419	-0.504886687	-0.159297392	0.493395716
13.03	0.69878459	-0.500176907	-0.136675835	0.492790878
13.32	0.692739904	-0.499755561	-0.131844059	0.502964258
13.57	0.692917645	-0.488573492	-0.132057264	0.513538599
13.86	0.688542545	-0.473160535	-0.123298869	0.535561085
14.13	0.618087351	-0.335999072	-0.185136929	0.686146379
14.39	0.534541607	-0.219592243	-0.245468229	0.778324962
14.65	0.524054587	-0.136459246	-0.296002448	0.786846995
14.91	0.525384009	-0.126424879	-0.387332827	0.746968389
15.19	0.554165423	-0.153046221	-0.361316979	0.734116852
15.45	0.572508931	-0.158939943	-0.346059114	0.726095676
15.71	0.581624389	-0.150552914	-0.341950834	0.722576261
15.98	0.577706993	-0.174914628	-0.314479381	0.732640564
16.24	0.635413527	-0.254295051	-0.257453799	0.68212992
16.51	0.683842838	-0.296588391	-0.199351966	0.636123538
